company,companyLabel,inceptionYear,countryLabel,legalFormLabel,employees
http://www.wikidata.org/entity/Q18814027,Purfina Gas Station,1961,Нидерланды,,
http://www.wikidata.org/entity/Q112096349,Q112096349,1897,Словакия,,
http://www.wikidata.org/entity/Q130262079,Jubin Frères S.A.,1973,Швейцария,Aktiengesellschaft,
http://www.wikidata.org/entity/Q67102524,Posto duplo de abastecimento de combustíveis de Covas,1967,Португалия,,
http://www.wikidata.org/entity/Q7261118,Pure Oil Gas Station,1933,США,,
http://www.wikidata.org/entity/Q7919563,Venca,1976,Испания,,
http://www.wikidata.org/entity/Q7074503,Oatman Filling Station,1931,США,,
http://www.wikidata.org/entity/Q10671063,Skålan gas station,1953,Швеция,,
http://www.wikidata.org/entity/Q7902388,Utah Parks Company Service Station,1947,США,,
http://www.wikidata.org/entity/Q110137876,Градусы,2012,Россия,,
http://www.wikidata.org/entity/Q4876168,Beam's Shell Service Station and Office,1930,США,,
http://www.wikidata.org/entity/Q29167187,Estació de servei El Rebollet,1962,Испания,,
http://www.wikidata.org/entity/Q99688761,Fagstadløkken bensinstasjon,1925,Норвегия,,
http://www.wikidata.org/entity/Q97068244,Longmire Service Station,1929,США,,
http://www.wikidata.org/entity/Q131781765,Benza,2009,Италия,,
http://www.wikidata.org/entity/Q117709506,231 East Pender Street,1931,Канада,,
http://www.wikidata.org/entity/Q106611008,AGIP gas station in Piazzale Accursio,1953,Италия,,
http://www.wikidata.org/entity/Q135112888,U-Go,2025,Новая Зеландия,,
http://www.wikidata.org/entity/Q102217264,Joy Gas Station,1937,Канада,,
http://www.wikidata.org/entity/Q17511178,Allen Tire Company and Gas Station,1924,США,,
http://www.wikidata.org/entity/Q37820733,Petrol station in Milín,1959,Чехия,,
http://www.wikidata.org/entity/Q23504785,Former L.J. Shickluna Service Station,1925,Канада,,
http://www.wikidata.org/entity/Q55624659,Narcissa D-X Gas Station,1934,США,,
http://www.wikidata.org/entity/Q110147993,33 пингвина,2004,Россия,,
http://www.wikidata.org/entity/Q115179314,"Burgundische Straße 25, Hannover",1957,Германия,,
http://www.wikidata.org/entity/Q115736385,Petrol station Withuis,1953,Нидерланды,,
http://www.wikidata.org/entity/Q130570551,Q130570551,1990,Чехия,státní podnik,
http://www.wikidata.org/entity/Q15194442,Avant's Cities Service Station,1933,США,,
http://www.wikidata.org/entity/Q6649535,Little Chief Service Station,1929,Канада,,
http://www.wikidata.org/entity/Q125679159,"Tankstation Purfina, Arnhem",1955,Нидерланды,,
http://www.wikidata.org/entity/Q125679159,"Tankstation Purfina, Arnhem",1957,Нидерланды,,
http://www.wikidata.org/entity/Q114838899,Esso gas station,1953,Нидерланды,,
http://www.wikidata.org/entity/Q18660427,Lahnajärvi rest area,1952,Финляндия,,
http://www.wikidata.org/entity/Q18660427,Lahnajärvi rest area,2015,Финляндия,,
http://www.wikidata.org/entity/Q22059103,Kreinbring Phillips 66 Gas Station,1934,США,,
http://www.wikidata.org/entity/Q49439107,Q49439107,1938,Германия,,
http://www.wikidata.org/entity/Q104071175,Gas Station Keulsepoort,1933,Нидерланды,,
http://www.wikidata.org/entity/Q55633735,Spring Street Service Station,1932,США,,
http://www.wikidata.org/entity/Q55633744,Spur Gasoline Station,1925,США,,
http://www.wikidata.org/entity/Q18148811,Canute Service Station,1936,США,,
http://www.wikidata.org/entity/Q16130352,Dor Alon Energy In Israel (1988) Ltd,1988,Израиль,компания с ограниченной ответственностью,
http://www.wikidata.org/entity/Q49458600,filling station Bautzner Straße 72b,1927,Германия,,
http://www.wikidata.org/entity/Q5501436,Freitag's Pure Oil Service Station,1935,США,,
http://www.wikidata.org/entity/Q27667306,Estación de servicio Los Enlaces,1962,Испания,,
http://www.wikidata.org/entity/Q112585881,Old gas station,1935,Финляндия,,
http://www.wikidata.org/entity/Q106632423,Magnolia Mobil Gas Station,1920,США,,
http://www.wikidata.org/entity/Q131832194,Loro,1932,Италия,S.p.A.,
http://www.wikidata.org/entity/Q123679510,Buchhaus Leipzig,1949,Германия,,
http://www.wikidata.org/entity/Q97097312,Longmire Oil House,1942,США,,
http://www.wikidata.org/entity/Q66607001,"Old Puerta de Hierro petrol station, Madrid",1933,Испания,,
http://www.wikidata.org/entity/Q106545815,Phillips 66 Station No. 1423,1930,США,,
http://www.wikidata.org/entity/Q110440614,The petrol station at  Birger Jarlsgatan 68 in Stockholm,1926,Швеция,,
http://www.wikidata.org/entity/Q111541392,Casa Finlandia CF-200,1969,Финляндия,,
http://www.wikidata.org/entity/Q62274413,Biomax,2004,Колумбия,S.A.,
http://www.wikidata.org/entity/Q23035906,Gas Station at Bridge and Island Streets,1935,США,,
http://www.wikidata.org/entity/Q123126468,Q123126468,1928,Германия,,
http://www.wikidata.org/entity/Q123127341,Q123127341,1925,Германия,,
http://www.wikidata.org/entity/Q108156078,"Pinedo gas station, Valencia",1950,Испания,,
http://www.wikidata.org/entity/Q132157518,TANKER,1996,Словакия,компания с ограниченной ответственностью в Словакии,
http://www.wikidata.org/entity/Q4796629,Art's Auto,1927,США,,
http://www.wikidata.org/entity/Q17599082,Benzinestation,1933,Нидерланды,,
http://www.wikidata.org/entity/Q17599311,De Fakkel,1959,Нидерланды,,
http://www.wikidata.org/entity/Q132010768,Go'on,2019,Дания,,
http://www.wikidata.org/entity/Q132157600,VOMS SK,2017,Словакия,компания с ограниченной ответственностью в Словакии,
http://www.wikidata.org/entity/Q110266326,Estación de servicio Arocena,1944,Уругвай,,
http://www.wikidata.org/entity/Q133257590,TOMEGAS,1998,Чехия,общество с ограниченной ответственностью,
http://www.wikidata.org/entity/Q123679510,Buchhaus Leipzig,1949,ГДР,,
http://www.wikidata.org/entity/Q108771286,Dawson's Conoco Service Station,1966,США,,
http://www.wikidata.org/entity/Q123688153,Deutsche Buch-Export und -Import GmbH Leipzig,1953,Германия,,
http://www.wikidata.org/entity/Q6359999,Kan-O-Tex Service Station,1934,США,,
http://www.wikidata.org/entity/Q110450154,Christiansen and Grow Filling Station,1928,США,,
http://www.wikidata.org/entity/Q25006056,Bridgeport Hill Service Station,1934,США,,
http://www.wikidata.org/entity/Q25006039,Jackson Conoco Service Station,1934,США,,
http://www.wikidata.org/entity/Q136483603,ORLEN HUNGARY Kft.,2003,Венгрия,korlátolt felelősségű társaság,
http://www.wikidata.org/entity/Q102362130,Nagle Brothers Garage,1930,Канада,,
http://www.wikidata.org/entity/Q99293120,St. Mary Utility Area Gas and Oil House,1939,США,,
http://www.wikidata.org/entity/Q59663079,Tankstelle,1950,Германия,,
http://www.wikidata.org/entity/Q135268157,AL Prime Energy,1991,США,,
http://www.wikidata.org/entity/Q135337245,Zaris,2008,Чехия,общество с ограниченной ответственностью,
http://www.wikidata.org/entity/Q123688153,Deutsche Buch-Export und -Import GmbH Leipzig,1953,ГДР,,
http://www.wikidata.org/entity/Q49336361,Q49336361,1930,Германия,,
http://www.wikidata.org/entity/Q136397758,Super Save Gas,1977,Канада,,
http://www.wikidata.org/entity/Q104862522,Vickers Petroleum Service Station,1956,США,,
http://www.wikidata.org/entity/Q104860844,Gasolinera La Cruz,1950,Испания,,
http://www.wikidata.org/entity/Q55757615,Sinclair Service Station,1929,США,,
http://www.wikidata.org/entity/Q55757576,Bristow Firestone Service Station,1929,США,,
http://www.wikidata.org/entity/Q55757531,Copeland & Tracht Service Station,1935,США,,
http://www.wikidata.org/entity/Q55757574,E. W. Norris Service Station,1926,США,,
http://www.wikidata.org/entity/Q55757484,Seaba's Filling Station,1921,США,,
http://www.wikidata.org/entity/Q55757593,Hughes Conoco Service Station,1930,США,,
http://www.wikidata.org/entity/Q30169813,Q30169813,1939,Польша,,
http://www.wikidata.org/entity/Q55757532,Roy T. Herman's Garage and Service Station,1935,США,,
http://www.wikidata.org/entity/Q55757522,Threatt Filling Station,1915,США,,
http://www.wikidata.org/entity/Q55757610,Westside Service Station and Riverside Motel,1920,США,,
http://www.wikidata.org/entity/Q14689385,Baxter Springs Independent Oil and Gas Service Station,1930,США,,
http://www.wikidata.org/entity/Q14689455,Deerfield Texaco Service Station,1923,США,,
http://www.wikidata.org/entity/Q29880659,Silberkugel concrete bowls,1966,Швейцария,,
http://www.wikidata.org/entity/Q25204649,Esso Standard Oil Service Station,1957,США,,
http://www.wikidata.org/entity/Q7862894,U-Drop Inn,1936,США,,
http://www.wikidata.org/entity/Q16894510,Magnolia Service Station,1930,США,,
http://www.wikidata.org/entity/Q62534875,Tela,1993,Камбоджа,,
http://www.wikidata.org/entity/Q29095263,Sinclair Service Station,1937,США,,
http://www.wikidata.org/entity/Q133503082,G.A.S. Petroleum Group,2017,Чехия,общество с ограниченной ответственностью,
http://www.wikidata.org/entity/Q127708221,Filling station Lake Como,1933,Италия,,
http://www.wikidata.org/entity/Q85783163,Magnolia Petroleum Company Filling Station,1930,США,,
http://www.wikidata.org/entity/Q97138727,Sunrise Service Station,1931,США,,
http://www.wikidata.org/entity/Q56122898,Pulver Brothers Filling Station,1923,США,,
http://www.wikidata.org/entity/Q130389269,Bright Store,2008,Индонезия,,
http://www.wikidata.org/entity/Q28450784,Garden of Eden Station,1928,США,,
http://www.wikidata.org/entity/Q16899856,Sayre Champlin Service Station,1934,США,,
http://www.wikidata.org/entity/Q135579812,BFS Foods,1982,США,дочернее общество,
http://www.wikidata.org/entity/Q129668592,"old filling station, Templin",1938,Германия,,
http://www.wikidata.org/entity/Q107363755,Axion Energy,2012,Аргентина,,
http://www.wikidata.org/entity/Q3658063,Office 1 Superstore,1989,США,,
http://www.wikidata.org/entity/Q137965281,Sapp Bros.,1971,США,корпорация,
http://www.wikidata.org/entity/Q85764820,Gulf Oil Company Filling Station,1930,США,,
http://www.wikidata.org/entity/Q134428249,Autotrans,2004,Украина,,
http://www.wikidata.org/entity/Q85797810,Ron's Phillips 66 Service Station,1960,США,,
http://www.wikidata.org/entity/Q62274638,Delta,1983,Панама,,
http://www.wikidata.org/entity/Q38250605,Rainbow Conoco,1936,США,,
http://www.wikidata.org/entity/Q38251078,Lundring Service Station,1926,США,,
http://www.wikidata.org/entity/Q38251394,Best Oil and Refining Company Service Station,1930,США,,
http://www.wikidata.org/entity/Q44077058,More Mileage Gas Station,1938,США,,
http://www.wikidata.org/entity/Q121088071,Guanyuan gas station,1987,Китайская Республика (Тайвань),,
http://www.wikidata.org/entity/Q5369515,Embassy Gulf Service Station,1937,США,,
http://www.wikidata.org/entity/Q18813192,Q18813192,1960,Нидерланды,,
http://www.wikidata.org/entity/Q134288894,Centex,1986,Канада,,
http://www.wikidata.org/entity/Q56016246,former petrol station in Prague-Zličín,1936,Чехия,,
http://www.wikidata.org/entity/Q7564541,Soulsby Service Station,1926,США,,
http://www.wikidata.org/entity/Q26906778,gasolinera de la avenida de Aragón,1958,Испания,,
http://www.wikidata.org/entity/Q7252710,Provine Service Station,1929,США,,
http://www.wikidata.org/entity/Q55023488,Siltakatu gas station building,1935,Финляндия,,
http://www.wikidata.org/entity/Q101067815,Gas Station of the Drivers Society of the South of Minas Gerais,1955,Бразилия,,
http://www.wikidata.org/entity/Q121634502,Souvenir Concept-Store,2022,Германия,,
http://www.wikidata.org/entity/Q118358989,Pumpa Průhonice,2021,Чехия,,
http://www.wikidata.org/entity/Q5148296,Colonial Beacon Gas Station,1922,США,,
http://www.wikidata.org/entity/Q114838887,Q114838887,1941,Нидерланды,,
http://www.wikidata.org/entity/Q15409962,Кремлёвская АЗС на Волхонке,1930,Россия,,
http://www.wikidata.org/entity/Q55025529,Esso gas station in Nurmes,1930,Финляндия,,
http://www.wikidata.org/entity/Q28823294,"975, rue Notre-Dame",1935,Канада,,
http://www.wikidata.org/entity/Q49230659,Tankstelle bei Annenstraße 36 in Chemnitz,1930,Германия,,
http://www.wikidata.org/entity/Q108915765,Firestone Tire and Rubber Company Service Station,1930,США,,
http://www.wikidata.org/entity/Q7959186,Wadham's Oil and Grease Company of Milwaukee,1927,США,,
http://www.wikidata.org/entity/Q112088315,Q112088315,1900,Словакия,,
http://www.wikidata.org/entity/Q112088318,Q112088318,2000,Словакия,,
http://www.wikidata.org/entity/Q168238,OMV,1956,Австрия,AG в Австрии,22544
http://www.wikidata.org/entity/Q168238,OMV,1995,Австрия,AG в Австрии,22544
http://www.wikidata.org/entity/Q854826,Bharat Petroleum,1903,Индия,,
http://www.wikidata.org/entity/Q854826,Bharat Petroleum,1976,Индия,,
http://www.wikidata.org/entity/Q277470,Caltex,1936,США,,
http://www.wikidata.org/entity/Q831445,Sinopec,2000,Китай,акционерное общество,351019
http://www.wikidata.org/entity/Q905998,Sasol Limited,1950,ЮАР,public company,
http://www.wikidata.org/entity/Q48772252,Brugseni,1991,Гренландия,Andelsselskab med begrænset ansvar,
http://www.wikidata.org/entity/Q803640,Bahrain Petroleum Company,1929,Бахрейн,,
http://www.wikidata.org/entity/Q24315,Petrol AD,1932,Болгария,Q126870168,
http://www.wikidata.org/entity/Q109732954,ЛекОптТорг,2009,Россия,,
http://www.wikidata.org/entity/Q100209922,Q100209922,2006,Швеция,,
http://www.wikidata.org/entity/Q634417,Standard Oil of Ohio,1911,США,,
http://www.wikidata.org/entity/Q588786,Китайская национальная нефтегазовая корпорация,1988,Китай,Chinese wholly state-owned enterprise,1589508
http://www.wikidata.org/entity/Q718194,PDVSA,1975,Венесуэла,публичное предприятие,
http://www.wikidata.org/entity/Q598835,Preem,1960,Швеция,Aktiebolag,
http://www.wikidata.org/entity/Q616376,Neste,1948,Финляндия,Oy,5030
http://www.wikidata.org/entity/Q867662,Esso,1911,США,,
http://www.wikidata.org/entity/Q487494,Tesco,1919,Великобритания,публичная компания в Великобритании,423092
http://www.wikidata.org/entity/Q319642,Chevron,1879,США,Q130264119,48600
http://www.wikidata.org/entity/Q475619,Liqui Moly,1957,Германия,общество с ограниченной ответственностью,
http://www.wikidata.org/entity/Q319642,Chevron,1984,США,Q130264119,48600
http://www.wikidata.org/entity/Q105956429,Söderköpings Bokhandel,1815,Швеция,,
http://www.wikidata.org/entity/Q319642,Chevron,1879,США,публичная компания,48600
http://www.wikidata.org/entity/Q319642,Chevron,1984,США,публичная компания,48600
http://www.wikidata.org/entity/Q679322,Saudi Aramco,1932,Саудовская Аравия,акционерное общество,79000
http://www.wikidata.org/entity/Q679322,Saudi Aramco,1933,Саудовская Аравия,акционерное общество,79000
http://www.wikidata.org/entity/Q679322,Saudi Aramco,1988,Саудовская Аравия,акционерное общество,79000
http://www.wikidata.org/entity/Q775060,Тексако,1901,США,,
http://www.wikidata.org/entity/Q565594,Eni,1953,Италия,публичная компания,32492
http://www.wikidata.org/entity/Q297410,Asda,1965,Великобритания,частная компания,143125
http://www.wikidata.org/entity/Q204914,DEA AG,1899,Германский рейх,акционерное общество,
http://www.wikidata.org/entity/Q204914,DEA AG,1911,Германский рейх,акционерное общество,
http://www.wikidata.org/entity/Q233161,Zweitausendeins,1969,Германия,,
http://www.wikidata.org/entity/Q210047,Petrobras,1953,Бразилия,S.A.,52000
http://www.wikidata.org/entity/Q922344,Morrisons,1899,Великобритания,публичная компания в Великобритании,
http://www.wikidata.org/entity/Q154037,TotalEnergies,1924,Франция,европейское общестов,102887
http://www.wikidata.org/entity/Q154950,Shell,1890,Великобритания,публичная компания в Великобритании,90000
http://www.wikidata.org/entity/Q565734,Aral AG,1898,Германия,Aktiengesellschaft,
http://www.wikidata.org/entity/Q4054103,АТБ-Маркет,1993,Украина,общество с ограниченной ответственностью,
http://www.wikidata.org/entity/Q204914,DEA AG,1899,Германия,акционерное общество,
http://www.wikidata.org/entity/Q204914,DEA AG,1911,Германия,акционерное общество,
http://www.wikidata.org/entity/Q259340,7-Eleven,1927,Япония,,
http://www.wikidata.org/entity/Q259340,7-Eleven,1927,США,,
http://www.wikidata.org/entity/Q259340,7-Eleven,1927,Австралия,,
http://www.wikidata.org/entity/Q152096,Sainsbury's,1869,Великобритания,публичная компания в Великобритании,
http://www.wikidata.org/entity/Q259340,7-Eleven,1927,Дания,,
http://www.wikidata.org/entity/Q109545026,Buchhandlung Gustav Fock,1879,Германия,общество с ограниченной ответственностью,
http://www.wikidata.org/entity/Q183275,Mitsubishi,1870,Япония,публичная компания,350000
http://www.wikidata.org/entity/Q183275,Mitsubishi,1950,Япония,публичная компания,350000
http://www.wikidata.org/entity/Q329347,Лукойл,1991,Россия,открытое акционерное общество,101000
http://www.wikidata.org/entity/Q185564,S-Oil,1976,Республика Корея,jusik hoesa,
http://www.wikidata.org/entity/Q59656835,"L. Sachse & Co., Berlin",1827,Германия,,
http://www.wikidata.org/entity/Q40650,Imperial Oil,1880,Канада,акционерное общество в Канаде,
http://www.wikidata.org/entity/Q109907753,ВинЛаб,2012,Россия,,
http://www.wikidata.org/entity/Q497244,Japan Energy,1905,Япония,кабусики-гайся,
http://www.wikidata.org/entity/Q497244,Japan Energy,1929,Япония,кабусики-гайся,
http://www.wikidata.org/entity/Q300147,AVIA International,1927,Швейцария,,
http://www.wikidata.org/entity/Q300147,AVIA International,1960,Швейцария,,
http://www.wikidata.org/entity/Q109910298,Булочные Ф. Вольчека,2013,Россия,,
http://www.wikidata.org/entity/Q262322,Букбери,2003,Россия,,
http://www.wikidata.org/entity/Q865030,Burmah Oil,1886,Великобритания,публичная компания,
http://www.wikidata.org/entity/Q16523548,Q16523548,1970,Румыния,,
http://www.wikidata.org/entity/Q950584,Orlen Lietuva,1991,Литва,public limited liability company,1411
http://www.wikidata.org/entity/Q950584,Orlen Lietuva,1991,Литва,public limited liability company,1475
http://www.wikidata.org/entity/Q950584,Orlen Lietuva,1995,Литва,public limited liability company,1411
http://www.wikidata.org/entity/Q950584,Orlen Lietuva,1995,Литва,public limited liability company,1475
http://www.wikidata.org/entity/Q735942,RaceTrac,1934,США,,
http://www.wikidata.org/entity/Q588786,Китайская национальная нефтегазовая корпорация,1988,Китай,central state-owned enterprise,1589508
http://www.wikidata.org/entity/Q608819,Moeve,1929,Испания,S.A.,
http://www.wikidata.org/entity/Q702049,Husky Energy,1938,Канада,акционерное общество в Канаде,
http://www.wikidata.org/entity/Q154037,TotalEnergies,1924,Франция,Societas Europaea,102887
http://www.wikidata.org/entity/Q221692,Q221692,1974,Малайзия,акционерное общество,33944
http://www.wikidata.org/entity/Q646807,Gruppo API,1933,Италия,S.p.A.,1500
http://www.wikidata.org/entity/Q156238,ExxonMobil,1882,США,американская корпорация,74900
http://www.wikidata.org/entity/Q108056545,Ballarat Banking Company,1865,Австралия,,
http://www.wikidata.org/entity/Q698024,CPC Corporation,1946,Китайская Республика (Тайвань),акционерное общество,
http://www.wikidata.org/entity/Q871308,Pemex,1938,Мексика,государственное предприятие,138215
http://www.wikidata.org/entity/Q465952,Amoco,1889,США,акционерное общество,
http://www.wikidata.org/entity/Q304769,ARCO,1966,США,S.A.,
http://www.wikidata.org/entity/Q259340,7-Eleven,1927,Республика Корея,,
http://www.wikidata.org/entity/Q458363,Marathon Petroleum,2009,США,делавэрская корпорация,
http://www.wikidata.org/entity/Q174747,Repsol YPF,1986,Испания,анонимное общество,23810
http://www.wikidata.org/entity/Q183275,Mitsubishi,1870,Япония,конгломерат,350000
http://www.wikidata.org/entity/Q183275,Mitsubishi,1950,Япония,конгломерат,350000
http://www.wikidata.org/entity/Q153417,Kroger,1882,США,Q130264220,453000
http://www.wikidata.org/entity/Q153417,Kroger,1883,США,Q130264220,453000
http://www.wikidata.org/entity/Q549181,MOL Group,1991,Венгрия,акционерное общество,24986
http://www.wikidata.org/entity/Q109970786,Ле'Муррр,1994,Россия,,
http://www.wikidata.org/entity/Q679322,Saudi Aramco,1932,Саудовская Аравия,государственное предприятие,79000
http://www.wikidata.org/entity/Q679322,Saudi Aramco,1932,Саудовская Аравия,публичная компания,79000
http://www.wikidata.org/entity/Q679322,Saudi Aramco,1933,Саудовская Аравия,государственное предприятие,79000
http://www.wikidata.org/entity/Q679322,Saudi Aramco,1933,Саудовская Аравия,публичная компания,79000
http://www.wikidata.org/entity/Q679322,Saudi Aramco,1988,Саудовская Аравия,государственное предприятие,79000
http://www.wikidata.org/entity/Q679322,Saudi Aramco,1988,Саудовская Аравия,публичная компания,79000
http://www.wikidata.org/entity/Q503182,PetroChina,1999,Китай,акционерное общество,521566
http://www.wikidata.org/entity/Q1522721,Giant Eagle,1931,США,Q130264119,
http://www.wikidata.org/entity/Q2392813,Tank ONO,1993,Чехия,общество с ограниченной ответственностью,539
http://www.wikidata.org/entity/Q1184087,Delek Group Ltd.,1951,Израиль,компания с ограниченной ответственностью,
http://www.wikidata.org/entity/Q971649,Orlen,1999,Польша,открытое акционерное общество в Польше,21282
http://www.wikidata.org/entity/Q971649,Orlen,1999,Польша,открытое акционерное общество в Польше,64494
http://www.wikidata.org/entity/Q2037080,Tesoro Corporation,1968,США,корпорация,14300
http://www.wikidata.org/entity/Q2829178,Akwa Group,1959,Марокко,,
http://www.wikidata.org/entity/Q1516410,Suncor Energy,1917,Канада,акционерное общество в Канаде,12076
http://www.wikidata.org/entity/Q2081136,Ipiranga,1933,Бразилия,дочернее общество,
http://www.wikidata.org/entity/Q1622293,Государственная Нефтяная Компания Азербайджанской Республики,1992,Азербайджан,государственное предприятие,70000
http://www.wikidata.org/entity/Q2498318,Cosmo Oil,1986,Япония,кабусики-гайся,
http://www.wikidata.org/entity/Q1619375,Hindustan Petroleum,1974,Индия,,
http://www.wikidata.org/entity/Q1283291,Valero Energy,1980,США,S.A.,
http://www.wikidata.org/entity/Q1278087,Petrol Ofisi,1941,Турция,объединённая компания,
http://www.wikidata.org/entity/Q1917753,Meijer,1934,США,Q130264219,
http://www.wikidata.org/entity/Q2789310,OKQ8,1999,Швеция,Aktiebolag,
http://www.wikidata.org/entity/Q1492739,Galp,1999,Португалия,акционерное общество,
http://www.wikidata.org/entity/Q1640290,ENEOS,1888,Япония,кабусики-гайся,13290
http://www.wikidata.org/entity/Q1640290,ENEOS,1888,Япония,кабусики-гайся,14114
http://www.wikidata.org/entity/Q1208279,Petro-Canada,1975,Канада,акционерное общество,
http://www.wikidata.org/entity/Q1634762,Kuwait Petroleum Corporation,1980,Кувейт,государственное предприятие,
